family_slug,pair_name,left_zeta,right_zeta,noise_std,noise_power,clean_advantage_iae,mean_true_gap_iae,ci_true_gap_iae_low,ci_true_gap_iae_high,mean_observed_gap_iae,ci_observed_gap_iae_low,ci_observed_gap_iae_high,mean_parity_ratio_iae,ci_parity_ratio_iae_low,ci_parity_ratio_iae_high,true_winner_probability_left,observed_winner_probability_left,inversion_probability,ci_inversion_probability_low,ci_inversion_probability_high
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.0,0.0,18.185747046988674,18.185747046988674,18.185747046988674,18.185747046988674,18.185747046988674,18.185747046988674,18.185747046988674,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.0,0.0,16.640267881383174,16.640267881383174,16.640267881383174,16.640267881383174,16.640267881383174,16.640267881383174,16.640267881383174,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.0,0.0,14.374727724460858,14.374727724460858,14.374727724460858,14.374727724460858,14.374727724460858,14.374727724460858,14.374727724460858,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.01,0.0001,18.185747046988674,17.53364765379002,17.519142094557072,17.549995397968964,15.87079759914989,15.861905286400846,15.880498571084004,0.03585771821821515,0.035032027715600746,0.036664058860973736,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.01,0.0001,16.640267881383174,16.624136990227612,16.62109593862506,16.627184932250454,15.448885758528473,15.442242882071424,15.455965755043199,0.0009693889107161575,0.0007892940797344253,0.001156917242009901,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.01,0.0001,14.374727724460858,14.371741450735678,14.36959313596941,14.374052414209501,13.975483172485562,13.971736955996022,13.979329109049358,0.00020774471575539462,5.468097521035764e-05,0.00036414111558281644,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.02,0.0004,18.185747046988674,16.295979099398476,16.26144062409218,16.327233611667843,12.840863589087144,12.825288740189041,12.857243346044568,0.10391478242314633,0.1021590434944909,0.1056246455672965,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.02,0.0004,16.640267881383174,16.338659230307595,16.323064408325372,16.352946277728467,12.83885399568705,12.826302294785245,12.849845929643138,0.01812522810483175,0.017257188328280586,0.018978826878816992,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.02,0.0004,14.374727724460858,14.365673554090131,14.360601063766651,14.370892155010106,12.028960087863855,12.01822311231487,12.039016657586952,0.0006298672603945915,0.0002994602019084989,0.0009500942178978507,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.03,0.0009,18.185747046988674,14.971666421186546,14.921426659654037,15.021722998433066,10.087989543918443,10.066963515125225,10.1084711811111,0.17673624391109874,0.1740452431936926,0.17960179526587777,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.03,0.0009,16.640267881383174,15.76510405978542,15.738279567872688,15.795111158813791,10.364649998131961,10.348143538911948,10.379413442148635,0.05259313298536903,0.05091727134683618,0.05437776307277748,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.03,0.0009,14.374727724460858,14.301139672146755,14.292143214711887,14.309708303761228,9.864171150882461,9.849036246510915,9.87787442514283,0.0051192658201712204,0.004478622202032786,0.005712064596574311,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.04,0.0016,18.185747046988674,13.78337012230708,13.714641406364478,13.846895038529272,7.954729346455274,7.925165318200851,7.986155802778106,0.24207842071632552,0.23881436178546714,0.24593497400376016,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.04,0.0016,16.640267881383174,15.151683011710173,15.114616324950543,15.189468536531574,8.43590594137683,8.41549360712514,8.45688009142094,0.08945678520827167,0.08719755359661398,0.09162109734629968,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.04,0.0016,14.374727724460858,14.14359743309243,14.12627496121364,14.15867858403656,8.123824792563813,8.107028560267533,8.14302559225702,0.016078933514345778,0.014937118315022913,0.01710797820110043,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.15_vs_0.707,0.15,0.707,0.05,0.0025000000000000005,18.185747046988674,12.378005406592042,12.302438075419381,12.458217790609352,6.292481625870769,6.261115565763557,6.324347268462582,0.319356781186414,0.31497529622634746,0.32372234062232536,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.25_vs_0.707,0.25,0.707,0.05,0.0025000000000000005,16.640267881383174,14.352617444774179,14.292602917484782,14.418682377849358,6.968923293398812,6.944466016558945,6.992465903738835,0.137476779395383,0.13391400923823885,0.14145573521114357,1.0,1.0,0.0,0.0,0.0
powerplant_load_following,0.35_vs_0.707,0.35,0.707,0.05,0.0025000000000000005,14.374727724460858,13.82259882617106,13.79369145502479,13.854729448725124,6.800626541308458,6.7799721959802515,6.819474268000622,0.038409694352002345,0.036281745975036646,0.04068611316358104,1.0,1.0,0.0,0.0,0.0
