pair_name,family_slug,left_zeta,right_zeta,noise_std,noise_power,trial_index,clean_advantage_iae,clean_advantage_ise,true_gap_iae,observed_gap_iae,true_gap_ise,pairwise_excess_gap_iae,parity_ratio_iae,left_occupancy_proxy_l2,right_occupancy_proxy_l2,true_winner_left,observed_winner_left,inversion_event
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,83,14.374727724460858,0.9929717709674872,11.74786679326473,3.547925741529955,0.8559987801776658,2.6268609311961253,0.18274161302729294,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,84,18.185747046988677,1.0687792212215839,6.392632575436021,2.1222231146156965,0.43978577893615467,11.793114471552657,0.6484811672064604,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,84,16.64026788138317,1.0482173907404524,10.517336031139243,3.2373387624938417,0.8219504313018547,6.122931850243928,0.367958730826332,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,84,14.374727724460858,0.9929717709674872,12.231703281503261,3.6514791363052197,0.9118729256485173,2.1430244429575964,0.14908278501240088,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,85,18.185747046988677,1.0687792212215839,6.524196971924594,1.5277169112888025,0.4120167158257224,11.661550075064085,0.6412466886805778,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,85,16.64026788138317,1.0482173907404524,11.484114375191837,3.1765278181054235,0.8722459837373868,5.156153506191335,0.30986000603751973,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,85,14.374727724460858,0.9929717709674872,12.319372237427206,3.5776177375639477,0.9314270977296943,2.0553554870336512,0.14298395951779602,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,86,18.185747046988677,1.0687792212215839,6.076879778859006,2.1374143723776626,0.43918644222718317,12.108867268129673,0.6658438191646762,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,86,16.64026788138317,1.0482173907404524,9.932237086554398,3.673250321077834,0.7873817514623651,6.7080307948287725,0.40312036096087106,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,86,14.374727724460858,0.9929717709674872,11.147417528218146,3.8708275251978748,0.8461501646730598,3.227310196242711,0.22451278786664847,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,87,18.185747046988677,1.0687792212215839,7.16361603908714,1.8399714282985364,0.4927520065260672,11.022131007901539,0.6060862377235506,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,87,16.64026788138317,1.0482173907404524,11.158479852044987,3.536720258535695,0.8594349154117044,5.481788029338183,0.32942907340278504,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,87,14.374727724460858,0.9929717709674872,12.10849978430289,3.6653509318012567,0.9021727334458944,2.2662279401579672,0.15765362541800526,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,88,18.185747046988677,1.0687792212215839,5.897868575181715,1.135236548359103,0.3786765125998175,12.287878471806964,0.6756873083111358,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,88,16.64026788138317,1.0482173907404524,12.307028397816257,3.576986759970474,0.8844176334072296,4.333239483566913,0.2604068344605715,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,88,14.374727724460858,0.9929717709674872,13.189104414326636,3.768892725121212,0.9297853627513519,1.1856233101342202,0.08247970555412301,0.00393282388088666,0.001620024558002286,1,1,0
