pair_name,left_zeta,right_zeta,noise_std,noise_power,trial_index,clean_advantage_iae,clean_advantage_ise,true_gap_iae,observed_gap_iae,true_gap_ise,observed_gap_ise,pairwise_excess_gap_iae,parity_ratio_iae,left_occupancy_proxy_l2,right_occupancy_proxy_l2,occupancy_ratio,occupancy_difference,observed_minus_true_gap,true_winner_left,observed_winner_left,inversion_event
0.35_vs_0.707,0.35,0.707,0.01,0.0001,168,5.474601947547315,0.3385505062312761,5.46771747469584,5.26359210090662,0.33768368004491806,0.3372509120409136,0.006884472851474754,0.0012575293907092328,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.20412537378922035,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,169,6.940875909927002,0.3607375036291911,6.649549518783828,5.907773870133291,0.3605063350127609,0.35770214535181055,0.2913263911431748,0.041972568725297775,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7417756486505365,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,169,6.356317498756672,0.3553790845592888,6.335505952538137,5.790709841092681,0.3570154585172283,0.3545910631182654,0.02081154621853598,0.0032741514599619707,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5447961114454554,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,169,5.474601947547315,0.3385505062312761,5.472477042694754,5.259421572703462,0.34022987590782783,0.33824585387687256,0.002124904852561116,0.000388138694451219,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.21305546999129188,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,170,6.940875909927002,0.3607375036291911,6.60214341215511,5.8969591498504155,0.3548867405544427,0.3563683397709979,0.33873249777189296,0.048802557799287244,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7051842623046944,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,170,6.356317498756672,0.3553790845592888,6.339588041579185,5.803528105370404,0.3522287394904748,0.3539612205529331,0.016729457177487306,0.002631941714799437,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5360599362087815,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,170,5.474601947547315,0.3385505062312761,5.4711907675820175,5.266293807692117,0.3361628845889557,0.3377570594539029,0.003411179965297828,0.0006230918700538724,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.20489695988990064,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,171,6.940875909927002,0.3607375036291911,6.697736361297319,5.952981006818012,0.3597662724440648,0.3588222876390671,0.24313954862968312,0.03503009588198217,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7447553544793069,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,171,6.356317498756672,0.3553790845592888,6.3531085197501005,5.819575807473171,0.35562767836574194,0.3552043159047494,0.0032089790065716883,0.0005048487598675461,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5335327122769291,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,171,5.474601947547315,0.3385505062312761,5.476534696895833,5.28171213644513,0.3389044457796914,0.33856632647593143,-0.00193274934851706,-0.0003530392468776573,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.194822560450703,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,172,6.940875909927002,0.3607375036291911,6.637856636931545,5.935033645340024,0.3593710702429813,0.3579002452492234,0.30301927299545706,0.04365720939659386,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7028229915915212,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,172,6.356317498756672,0.3553790845592888,6.348383239651713,5.825330275335733,0.35603511233079466,0.35459739940451307,0.007934259104959485,0.0012482477639783516,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5230529643159798,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,172,5.474601947547315,0.3385505062312761,5.478302083796442,5.29159526231456,0.33951852423035256,0.33842999341473884,-0.0037001362491269063,-0.0006758731108815336,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.18670682148188167,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,173,6.940875909927002,0.3607375036291911,6.59211091926179,5.8481916005925125,0.36024355559490107,0.3561354952746905,0.3487649906652124,0.050247979533303656,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7439193186692776,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,173,6.356317498756672,0.3553790845592888,6.34661237851107,5.779403443073109,0.3577618839046565,0.35397447503314106,0.00970512024560255,0.00152684636151371,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5672089354379608,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,173,5.474601947547315,0.3385505062312761,5.473783858932551,5.268294149132858,0.34120984885581485,0.3380767704073078,0.0008180886147646227,0.0001494334423950468,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.20548970979969283,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,174,6.940875909927002,0.3607375036291911,6.731398093850676,5.963045836559987,0.36045408452445443,0.35749077299195287,0.20947781607632632,0.030180314242000246,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7683522572906893,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,174,6.356317498756672,0.3553790845592888,6.353756761804653,5.837884985217129,0.3565663972507775,0.35407629804712853,0.0025607369520191936,0.00040286485886208276,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5158717765875238,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,174,5.474601947547315,0.3385505062312761,5.4738654778068545,5.297704282661513,0.33986711920511165,0.33757695868663706,0.000736469740460377,0.00013452480153197695,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.17616119514534123,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,175,6.940875909927002,0.3607375036291911,6.569760643447548,5.871359718790479,0.3561096813616485,0.35664650930376224,0.3711152664794547,0.053468073957161084,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.6984009246570695,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,175,6.356317498756672,0.3553790845592888,6.3350862911213595,5.774832425497821,0.35355926674209026,0.3539969603368309,0.02123120763531272,0.0033401741872500315,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5602538656235385,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,175,5.474601947547315,0.3385505062312761,5.475741096224358,5.2626306865604064,0.3376225785299875,0.33791172851732304,-0.0011391486770424564,-0.0002080788133925989,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.21311040966395112,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,176,6.940875909927002,0.3607375036291911,6.64893148276295,5.900846275599044,0.3581919042824156,0.35721234108362987,0.2919444271640529,0.04206161166870988,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7480852071639061,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,176,6.356317498756672,0.3553790845592888,6.337815220713205,5.786646337234577,0.3547806875537889,0.35363543268046066,0.018502278043467157,0.002910848623764671,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5511688834786277,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,176,5.474601947547315,0.3385505062312761,5.472804017992667,5.2629488982781645,0.3386211953378223,0.33745336463622366,0.00179792955464797,0.0003284128365631155,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.20985511971450244,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,177,6.940875909927002,0.3607375036291911,6.661183058578056,5.891088150470095,0.3610549426793527,0.3568783896483365,0.2796928513489467,0.040296477703761206,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7700949081079607,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,177,6.356317498756672,0.3553790845592888,6.344490580730488,5.795920671670512,0.35759053216743963,0.3542140023013338,0.011826918026184408,0.0018606556435385446,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5485699090599763,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,177,5.474601947547315,0.3385505062312761,5.473461766715351,5.264243227370388,0.34072756865576226,0.3378704669867304,0.0011401808319639883,0.00020826734854664686,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.20921853934496326,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,178,6.940875909927002,0.3607375036291911,6.703195749125179,5.967513345932284,0.36583695718404924,0.35879900460823677,0.23768016080182386,0.03424353984803102,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.7356824031928948,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,178,6.356317498756672,0.3553790845592888,6.3524619577666845,5.830706828067743,0.36137018141178684,0.35504923628357216,0.003855540989987749,0.000606568345703611,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5217551296989411,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,178,5.474601947547315,0.3385505062312761,5.479318820782341,5.289523787289001,0.3440218323414795,0.33861050558314015,-0.004716873235025343,-0.0008615919988737366,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.18979503349333982,1,1,0
0.15_vs_0.707,0.15,0.707,0.01,0.0001,179,6.940875909927002,0.3607375036291911,6.566436703811414,5.893643735009994,0.3588809461574248,0.3573714475531312,0.374439206115588,0.0539469673532207,0.00040845623198779645,2.5621414481890315e-05,15.941986039705217,0.00038283481750590615,-0.6727929688014198,1,1,0
0.25_vs_0.707,0.25,0.707,0.01,0.0001,179,6.356317498756672,0.3553790845592888,6.344927803989077,5.794200242190893,0.35608998275224374,0.35454193929784883,0.01138969476759466,0.001791870020624763,0.0001570340379658791,2.5621414481890315e-05,6.129015167249007,0.0001314126234839888,-0.5507275617981842,1,1,0
0.35_vs_0.707,0.35,0.707,0.01,0.0001,179,5.474601947547315,0.3385505062312761,5.473712634331456,5.261285633974971,0.3394585573689914,0.3382255653237172,0.0008893132158591666,0.00016244344783050195,8.582589217344165e-05,2.5621414481890315e-05,3.3497718181837683,6.0204477691551335e-05,-0.21242700035648454,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,0,6.940875909927002,0.3607375036291911,6.175423110177004,4.633267943919414,0.35316127548674264,0.3486442869819797,0.7654527997499984,0.11028187359685107,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.54215516625759,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,0,6.356317498756672,0.3553790845592888,6.227808886771882,4.661272889831904,0.3547822619446245,0.351412550786344,0.12850861198479013,0.020217462706972562,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5665359969399786,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,0,5.474601947547315,0.3385505062312761,5.471104741333957,4.402208299555891,0.33953800901915854,0.3366578841573775,0.0034972062133578063,0.0006388055692203513,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0688964417780662,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,1,6.940875909927002,0.3607375036291911,5.980572301228035,4.59101307231428,0.33662150997733065,0.34800498109380973,0.9603036086989677,0.13835481589946294,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.3895592289137548,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,1,6.356317498756672,0.3553790845592888,6.188558369563108,4.637174609263682,0.3412436512866679,0.35202341843142215,0.16775912919356428,0.026392503084746603,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5513837602994256,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,1,5.474601947547315,0.3385505062312761,5.47250805556256,4.360689512754375,0.3275323156344062,0.33710721354148315,0.0020938919847544035,0.00038247383185411156,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.1118185428081855,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,2,6.940875909927002,0.3607375036291911,6.063904674151479,4.585549587597711,0.3461783815481453,0.3481590016158779,0.8769712357755243,0.1263487846715801,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4783550865537674,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,2,6.356317498756672,0.3553790845592888,6.170858696923064,4.61789649835198,0.3492932760193713,0.35110590778957707,0.1854588018336082,0.02917708277943713,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.552962198571084,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,2,5.474601947547315,0.3385505062312761,5.474281036167373,4.357144575046322,0.33538394175165964,0.33692143507691463,0.0003209113799429453,5.8618212432178246e-05,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.117136461121051,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,3,6.940875909927002,0.3607375036291911,6.061087655007772,4.623987377632065,0.33904953950322414,0.3492269891384914,0.8797882549192303,0.1267546439867822,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4371002773757073,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,3,6.356317498756672,0.3553790845592888,6.184400325222304,4.663859721603851,0.34157714564134806,0.34999104102892187,0.17191717353436797,0.02704666240602296,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5205406036184534,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,3,5.474601947547315,0.3385505062312761,5.4717657923374174,4.433891216019799,0.3286688701166836,0.3357137695598589,0.0028361552098978837,0.0005180568810429247,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.037874576317618,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,4,6.940875909927002,0.3607375036291911,6.132916585850601,4.667654667766582,0.3505976819918041,0.3505678368738323,0.8079593240764017,0.11640596007786848,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4652619180840185,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,4,6.356317498756672,0.3553790845592888,6.176396326983066,4.693074655172853,0.35132000615202835,0.35160302679791944,0.17992117177360611,0.02830588179536337,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.483321671810213,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,4,5.474601947547315,0.3385505062312761,5.471495385428289,4.415192615074593,0.3369764361046719,0.336495340072001,0.003106562119026046,0.0005674498618877345,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.056302770353696,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,5,6.940875909927002,0.3607375036291911,6.207139432253367,4.718600738632924,0.3551321558304575,0.3512583375120292,0.7337364776736349,0.10571237509436351,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.488538693620443,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,5,6.356317498756672,0.3553790845592888,6.160877505975819,4.71780867318966,0.3548836995656746,0.35149878553445524,0.19543999278085356,0.030747361631806875,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.4430688327861585,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,5,5.474601947547315,0.3385505062312761,5.4718773789282436,4.454631766003412,0.3404275592351958,0.33586696309198727,0.0027245686190717766,0.0004976742866743791,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0172456129248317,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,6,6.940875909927002,0.3607375036291911,6.082783947396371,4.579891870867215,0.3427773929309156,0.34758674029197817,0.8580919625306315,0.12362877159399556,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.5028920765291565,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,6,6.356317498756672,0.3553790845592888,6.213680349052634,4.640768603275516,0.34605562833623005,0.3500081280992732,0.1426371497040383,0.022440217898482703,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5729117457771178,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,6,5.474601947547315,0.3385505062312761,5.476100896983835,4.403003845064356,0.3326614487514628,0.3362686927425258,-0.0014989494365207356,-0.00027380062530249933,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0730970519194791,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,7,6.940875909927002,0.3607375036291911,6.164893000465202,4.6448225587085235,0.3472291175762773,0.34922199781307917,0.7759829094618002,0.11179898899387775,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.5200704417566788,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,7,6.356317498756672,0.3553790845592888,6.210895455212809,4.665729001701758,0.34869792681589157,0.35004140621517554,0.14542204354386323,0.022878347969922604,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.545166453511051,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,7,5.474601947547315,0.3385505062312761,5.475848422821753,4.404408233785608,0.3347927972302914,0.33606696923773416,-0.001246475274437664,-0.0002276832701957627,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.071440189036145,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,8,6.940875909927002,0.3607375036291911,6.155157832981087,4.738649468163675,0.3494905974113223,0.35166727377622475,0.7857180769459159,0.11320157385642979,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4165083648174122,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,8,6.356317498756672,0.3553790845592888,6.196134398367923,4.75269917819653,0.3499750816569111,0.35153651273511044,0.16018310038874917,0.025200613471570887,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.4434352201713931,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,8,5.474601947547315,0.3385505062312761,5.4795765886933765,4.458177549034626,0.3358415317444668,0.33667044093902204,-0.004974641146061165,-0.0009086763190682497,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0213990396587507,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,9,6.940875909927002,0.3607375036291911,6.164736482158247,4.70497330162357,0.3553855837396056,0.3491103782536683,0.7761394277687553,0.11182153921793972,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4597631805346767,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,9,6.356317498756672,0.3553790845592888,6.29786985617992,4.783019777510068,0.3580595680524304,0.3531638953522501,0.05844764257675228,0.009195205020546084,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.514850078669852,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,9,5.474601947547315,0.3385505062312761,5.47184525596823,4.490553633452696,0.34137763260835646,0.3378063302974893,0.002756691579085757,0.0005035419205812373,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-0.9812916225155339,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,10,6.940875909927002,0.3607375036291911,5.826231193624158,4.544228325407276,0.33248190642092823,0.34264523016770776,1.114644716302844,0.1605913620655072,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.2820028682168827,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,10,6.356317498756672,0.3553790845592888,6.156964661531907,4.665843380161945,0.3401590155670244,0.3506459475677203,0.19935283722476582,0.03136294517442847,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.4911212813699617,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,10,5.474601947547315,0.3385505062312761,5.474010485808977,4.406105063054364,0.3275095613428204,0.3357519894030175,0.0005914617383384613,0.00010803739596144391,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0679054227546132,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,11,6.940875909927002,0.3607375036291911,6.204655699690466,4.633852853107637,0.3574231216375485,0.3479813586766429,0.7362202102365366,0.10607021646699911,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.5708028465828292,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,11,6.356317498756672,0.3553790845592888,6.2197679277511675,4.690515679651606,0.3582215090484146,0.3507485373851335,0.13654957100550436,0.021482496906772536,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5292522480995618,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,11,5.474601947547315,0.3385505062312761,5.473675813749998,4.4127858085448715,0.3428704162521489,0.3360852737425163,0.0009261337973169859,0.00016916915717167427,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0608900052051267,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,12,6.940875909927002,0.3607375036291911,5.781527796848842,4.499595260629553,0.3348175629503905,0.342507915498104,1.1593481130781607,0.16703196082500682,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.2819325362192888,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,12,6.356317498756672,0.3553790845592888,6.137179365276864,4.618400075401555,0.3436674212825452,0.35019983003351596,0.2191381334798087,0.034475643094082895,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.518779289875309,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,12,5.474601947547315,0.3385505062312761,5.455620953399655,4.375653058280088,0.3305847480150503,0.3359481092719789,0.01898099414766019,0.003467100316976268,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0799678951195668,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,13,6.940875909927002,0.3607375036291911,5.9615147257058645,4.5764238339068175,0.34278547301029744,0.3456072644159861,0.9793611842211384,0.14110051770561596,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.385090891799047,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,13,6.356317498756672,0.3553790845592888,6.202945888563992,4.6733686439062785,0.3481155611279659,0.3514844037092914,0.1533716101926802,0.024129003974814104,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5295772446577134,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,13,5.474601947547315,0.3385505062312761,5.480810039524041,4.407232960790967,0.3338416307843882,0.33744737326197977,-0.0062080919767257825,-0.0011339805224573596,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0735770787330736,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,14,6.940875909927002,0.3607375036291911,6.076881624934453,4.6412386645591255,0.34875672428394855,0.34970357426730914,0.8639942849925496,0.12447914300799484,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4356429603753273,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,14,6.356317498756672,0.3553790845592888,6.167327474636261,4.694091540657245,0.3513038062952349,0.3528742000056975,0.1889900241204111,0.029732628075513613,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.4732359339790158,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,14,5.474601947547315,0.3385505062312761,5.472575835586046,4.406484876907469,0.3361007052885613,0.3376759495772984,0.002026111961269894,0.0003700930187586726,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0660909586785765,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,15,6.940875909927002,0.3607375036291911,6.232631145972194,4.730047336917796,0.35315631517729934,0.349281400665166,0.7082447639548087,0.10203968103533742,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.5025838090543981,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,15,6.356317498756672,0.3553790845592888,6.24173412002238,4.763148363915331,0.35483273217817773,0.3519060650188122,0.11458337873429258,0.01802669214631045,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.4785857561070488,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,15,5.474601947547315,0.3385505062312761,5.4695788871553885,4.473164148943528,0.33972297910314053,0.33698832486634916,0.00502306039192657,0.000917520659959024,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-0.9964147382118602,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,16,6.940875909927002,0.3607375036291911,6.105667178358275,4.633109795078802,0.35334313477801854,0.34808816109622664,0.8352087315687272,0.12033189217144658,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4725573832794732,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,16,6.356317498756672,0.3553790845592888,6.251158789645057,4.695959994221742,0.3578586068070903,0.3504508547781802,0.10515870911161496,0.016543967341496792,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5551987954233155,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,16,5.474601947547315,0.3385505062312761,5.473913478896403,4.448482768869623,0.3425360901941442,0.33685763907854266,0.0006884686509116555,0.00012575684177734556,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0254307100267797,1,1,0
0.15_vs_0.707,0.15,0.707,0.02,0.0004,17,6.940875909927002,0.3607375036291911,6.087107191005623,4.609182185815925,0.3484115618307277,0.3474959340767098,0.8537687189213786,0.12300590444216107,0.0016338249279511858,0.00010248565792756126,15.941986039705217,0.0015313392700236246,-1.4779250051896984,1,1,0
0.25_vs_0.707,0.25,0.707,0.02,0.0004,17,6.356317498756672,0.3553790845592888,6.157038933417432,4.63189058093044,0.3509383516600832,0.3492312500344516,0.1992785653392396,0.03135126043943203,0.0006281361518635164,0.00010248565792756126,6.129015167249007,0.0005256504939359552,-1.5251483524869922,1,1,0
0.35_vs_0.707,0.35,0.707,0.02,0.0004,17,5.474601947547315,0.3385505062312761,5.464185707633414,4.380574178937233,0.337061616798344,0.3356127648468389,0.010416239913901393,0.0019026479027517223,0.0003433035686937666,0.00010248565792756126,3.3497718181837683,0.00024081791076620534,-1.0836115286961805,1,1,0
