noise_mode,noise_std,trial_index,spearman_vs_clean_iae,iae_zeta_0_15,iae_zeta_0_25,iae_zeta_0_4,iae_zeta_0_55,iae_zeta_0_707,iae_zeta_1
command_noise,0.0,0,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,1,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,2,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,3,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,4,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,5,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,6,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,7,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,8,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,9,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,10,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,11,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
command_noise,0.0,12,1.0,0.4020003696204417,1.1122588989097697,2.8416539237345484,5.356590528809519,8.814565095934885,17.446509859570384
