t,reference,input_used,y_zeta_0_25,err_signed_zeta_0_25,err_abs_zeta_0_25,cum_iae_zeta_0_25,y_zeta_0_707,err_signed_zeta_0_707,err_abs_zeta_0_707,cum_iae_zeta_0_707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018752344043005374,0.00046880860107513436,0.00046880860107513436,2.741135635542922e-08,-0.0004687811897187789,0.0004687811897187789,4.395373075247958e-06,2.729446743336647e-08,-0.00046878130660770096,0.00046878130660770096,4.395374171218599e-06
0.03750468808601075,0.0009376172021502687,0.0009376172021502687,2.187669874824179e-07,-0.0009373984351627863,0.0009373984351627863,1.7579955131269634e-05,2.1691022290415729e-07,-0.0009374002919273646,0.0009374002919273646,1.7579974732555004e-05
0.05625703212901612,0.001406425803225403,0.001406425803225403,7.365514080890236e-07,-0.001405689251817314,0.001405689251817314,3.95491483458599e-05,7.272194505363959e-07,-0.0014056985837748667,0.0014056985837748667,3.954927285452867e-05
0.0750093761720215,0.0018752344043005374,0.0018752344043005374,1.7416185210639941e-06,-0.0018734927857794734,0.0018734927857794734,7.029532322018906e-05,1.7123388662468532e-06,-0.0018735220654342907,0.0018735220654342907,7.029580975797744e-05
0.09376172021502688,0.002344043005375672,0.002344043005375672,3.393150536582528e-06,-0.0023406498548390895,0.0023406498548390895,0.0001098078495417783,3.322187590668136e-06,-0.002340720817785004,0.002340720817785004,0.00010980927597143503
0.11251406425803225,0.002812851606450806,0.002812851606450806,5.848617859680401e-06,-0.002807002988591126,0.002807002988591126,0.00015807312810875744,5.702544964335764e-06,-0.0028071490614864705,0.0028071490614864705,0.00015807658950379663
0.1312664083010376,0.0032816602075259405,0.0032816602075259405,9.2637399512976e-06,-0.003272396467574643,0.003272396467574643,0.00021507462319719756,8.995108286587062e-06,-0.0032726650992393534,0.0032726650992393534,0.00021508197293352993
0.150018752344043,0.003750468808601075,0.003750468808601075,1.3792447167405192e-05,-0.00373667636143367,0.00373667636143367,0.00028079289575322,1.3337550460131618e-05,-0.0037371312581409434,0.0037371312581409434,0.00028080702941603053
0.16877109638704837,0.004219277409676209,0.004219277409676209,1.9586843580443802e-05,-0.004199690566095766,0.004199690566095766,0.00035520563729150075,1.8863577523757914e-05,-0.004200413832152451,0.004200413832152451,0.0003552308176110555
