environment_name,mode,level,zeta,noise_std,mean_true_iae,std_true_iae,p10_true_iae,median_true_iae,p90_true_iae,mean_excess_true_iae_over_clean,mean_shadow_mass_l2,occupancy_proxy_l2
measurement_clean,measurement,clean,0.3,0.0,2.673884191767236,0.0,2.673884191767236,2.673884191767236,2.673884191767236,0.0,0.8333333333333334,0.0
measurement_clean,measurement,clean,0.4,0.0,3.553767585816903,0.0,3.553767585816903,3.553767585816903,3.553767585816903,0.0,0.625,0.0
measurement_clean,measurement,clean,0.55,0.0,4.870092080952677,0.0,4.870092080952677,4.870092080952677,4.870092080952677,0.0,0.45454545454545453,0.0
measurement_clean,measurement,clean,0.707,0.0,6.2433301517796895,0.0,6.2433301517796895,6.2433301517796895,6.2433301517796895,0.0,0.3536067892503536,0.0
measurement_clean,measurement,clean,1.0,0.0,8.793711179842926,0.0,8.793711179842926,8.793711179842926,8.793711179842926,0.0,0.25,0.0
measurement_light,measurement,light,0.1,0.02,1.2661916580866872,0.09279858592742996,1.1612961229446366,1.247871573568092,1.3960110691015348,0.30241281025089983,2.4900657565113002,0.0009960263026045201
measurement_light,measurement,light,0.15,0.02,1.4709086745346298,0.07759428164501035,1.364135439424812,1.473191466923696,1.5671344263892353,0.10630934648953841,1.6631435121315874,0.000665257404852635
measurement_light,measurement,light,0.2,0.02,1.8062720624096067,0.07653557448863822,1.7028968151671404,1.8079377428597145,1.9092998504343117,0.014132708474401446,1.2492335894534954,0.0004996934357813982
measurement_light,measurement,light,0.25,0.02,2.248227205778452,0.09044870039162942,2.1509243486798018,2.237533837024725,2.3827322444964136,0.01498304887044366,0.9983948590041353,0.00039935794360165415
measurement_light,measurement,light,0.3,0.02,2.687121314125104,0.11540528021971037,2.5350638739558025,2.6812158757904463,2.812876702561056,0.013237122357867892,0.8304659913493883,0.00033218639653975534
measurement_light,measurement,light,0.4,0.02,3.554094869071581,0.10998693212562764,3.3963961015437616,3.5575628572469142,3.6805755514770957,0.0003272832546777682,0.6250605350426414,0.0002500242140170566
measurement_light,measurement,light,0.55,0.02,4.846775631687729,0.15803650991610255,4.678607501083366,4.827702777832647,5.091850913149015,-0.023316449264948313,0.4570709517856363,0.00018282838071425453
measurement_light,measurement,light,0.707,0.02,6.236590133371689,0.1763215923261668,6.022700077092902,6.223285160080876,6.462092003136716,-0.006740018407999915,0.3535936541103372,0.0001414374616441349
measurement_light,measurement,light,1.0,0.02,8.722784382391186,0.24258687914093072,8.424089136755317,8.696129203234344,9.096009406416693,-0.07092679745173913,0.25237795082802694,0.00010095118033121078
measurement_moderate,measurement,moderate,0.1,0.04,2.025804509031235,0.29599220874451393,1.7023226958251332,1.950450296610147,2.4085903449771595,1.0620256611954475,2.4879235227726317,0.003980677636436211
measurement_moderate,measurement,moderate,0.15,0.04,1.8998902603662882,0.12137040358673205,1.742697379403942,1.908642055517016,2.0573315619500714,0.5352909323211967,1.6626040467342325,0.002660166474774772
measurement_moderate,measurement,moderate,0.2,0.04,2.032204008125676,0.13075987394009775,1.8461080746859952,2.049749644170459,2.1988557437984517,0.24006465419047096,1.261203840940641,0.0020179261455050257
measurement_moderate,measurement,moderate,0.25,0.04,2.329565981313343,0.1579696695600576,2.1195719982804455,2.3580643125387732,2.537837249796393,0.09632182440533474,0.992981142114243,0.0015887698273827889
measurement_moderate,measurement,moderate,0.3,0.04,2.7310536319104823,0.17766958360799356,2.50606628781494,2.751458934872786,2.9440082377489483,0.0571694401432465,0.8293430482358122,0.0013269488771772996
measurement_moderate,measurement,moderate,0.4,0.04,3.549033435803607,0.2338177139780783,3.276480439412683,3.5582257771701657,3.8857998117087793,-0.0047341500132959905,0.6306430856615001,0.0010090289370584002
measurement_moderate,measurement,moderate,0.55,0.04,4.835975251382762,0.30301461402751995,4.491554303506302,4.810999604352706,5.247584765970672,-0.0341168295699152,0.45869580213435573,0.0007339132834149692
measurement_moderate,measurement,moderate,0.707,0.04,6.275080960896313,0.441751670114738,5.799634204901194,6.270963840057779,6.864187452151682,0.03175080911662331,0.35319814674760536,0.0005651170347961686
measurement_moderate,measurement,moderate,1.0,0.04,9.084016550862684,0.5791448059844649,8.23601039153158,9.309719067510079,9.674346658241273,0.29030537101975806,0.24341189136625294,0.00038945902618600474
measurement_heavy,measurement,heavy,0.1,0.08,3.7509001628358307,0.5416813695549844,3.1172393859582583,3.7364126242087172,4.521043215345189,2.787121315000044,2.4600351476154456,0.015744224944738854
measurement_heavy,measurement,heavy,0.15,0.08,3.20704883157251,0.3055745841741084,2.932668526585778,3.1884309041775634,3.5885716996523374,1.8424495035274184,1.6866886284552662,0.010794807222113704
measurement_heavy,measurement,heavy,0.2,0.08,3.0150483368434586,0.21875385301143002,2.698961204947184,3.03847877647029,3.256419597035986,1.222908982908253,1.250674006064655,0.008004313638813793
measurement_heavy,measurement,heavy,0.25,0.08,3.02894020796757,0.2122810763287322,2.7802042532952176,3.075627889760592,3.3076333534159725,0.7956960510595618,1.0193978840094524,0.006524146457660496
measurement_heavy,measurement,heavy,0.3,0.08,3.182100051931932,0.2695024037642995,2.883977376402235,3.1797381078127422,3.5245670108241436,0.5082158601646958,0.8139297146586063,0.0052091501738150804
measurement_heavy,measurement,heavy,0.4,0.08,3.7498800422319563,0.3851111206653511,3.2843223507727703,3.74992283620155,4.233041739391172,0.19611245641505307,0.6277180126762537,0.004017395281128024
measurement_heavy,measurement,heavy,0.55,0.08,4.9265303346110585,0.6764123473291227,3.981604189638468,5.030650378130221,5.943968012667454,0.056438253658380934,0.45699538741162476,0.0029247704794343986
measurement_heavy,measurement,heavy,0.707,0.08,6.2398745079332345,0.6795574231293328,5.448408237777538,6.240011896190465,7.177377710766911,-0.0034556438464548034,0.3565790376320824,0.0022821058408453274
measurement_heavy,measurement,heavy,1.0,0.08,8.995118060457472,1.033978763876159,7.662851947006137,8.93155083488092,10.468600472957144,0.2014068806145466,0.24693790403865773,0.0015804025858474095
measurement_extreme,measurement,extreme,0.1,0.12,5.507154233871694,0.6394906944833028,4.768692515262522,5.352382079669763,6.341840687742448,4.543375386035907,2.570676112253827,0.037017736016455104
measurement_extreme,measurement,extreme,0.15,0.12,4.60298944106444,0.4615288075097186,4.096143259206873,4.456807660142302,5.4203534532986,3.2383901130193484,1.5935040100201625,0.02294645774429034
measurement_extreme,measurement,extreme,0.2,0.12,4.119445420711609,0.3468417924219871,3.573197724684126,4.163872452106677,4.45879984841002,2.327306066776404,1.2427497226334139,0.01789559600592116
measurement_extreme,measurement,extreme,0.25,0.12,4.043350151880697,0.33623978388285053,3.7012374757319617,4.024797130168376,4.517734858109238,1.8101059949726888,0.9735465836788798,0.014019070804975869
measurement_extreme,measurement,extreme,0.3,0.12,3.944482095633507,0.3571601424474607,3.5246901787427656,3.9193890514788983,4.397802804844099,1.2705979038662707,0.8393788994319052,0.012087056151819436
measurement_extreme,measurement,extreme,0.4,0.12,4.301898691423963,0.33144950881106805,3.917594930676533,4.345124054928591,4.668450808257754,0.7481311056070608,0.6054518998875273,0.008718507358380393
measurement_extreme,measurement,extreme,0.55,0.12,5.117866758772328,0.5550033831239451,4.440134869312496,5.061314074796158,5.951943952798861,0.24777467781965182,0.44777976980417067,0.006448028685180057
measurement_extreme,measurement,extreme,0.707,0.12,6.555123258530633,0.5932090395601263,5.804283788583249,6.601338385949477,7.3412698787133275,0.31179310675094307,0.3410151036911371,0.004910617493152374
measurement_extreme,measurement,extreme,1.0,0.12,8.947561599555074,1.1284198743406735,7.585547765749048,8.912166114838438,10.574931474623456,0.15385041971214747,0.24627516249458253,0.0035463623399219885
